Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Total Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,Location duplicate,Latitude,Longitude,New Georeferenced Column,Counties,Congressional Districts,WAOFM - GIS - Legislative District Boundary
The Boeing Company - Fabrication (Frederickson Site) - Puyallup,2013,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Puyallup,Pierce,Puget Sound Clean Air Agency,21969,0,21946,10,12,0,0,0,0,,1,"(47.088831, -122.34862)","(47.088831, -122.34862)",47.088831,-122.34862,POINT (-122.34862 47.088831),3210,10,2
The Boeing Company: Boeing Plant 2 - Seattle,2014,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Seattle,King,Puget Sound Clean Air Agency,23052,0,23029,11,13,0,0,0,0,,1,"(47.532524, -122.311623)","(47.532524, -122.311623)",47.532524,-122.311623,POINT (-122.311623 47.532524),3009,9,17
Cosmo Specialty Fibers Inc - Cosmopolis,2013,Pulp and Paper,Sulfite Mills,322110,Pulp Mills,Gores Group,Cosmopolis,Grays Harbor,Ecology: Industrial Section,512721,488239,17568,4969,1945,0,0,0,0,,4,"(46.952907, -123.76211)","(46.952907, -123.76211)",46.952907,-123.76211,POINT (-123.76211 46.952907),2983,6,26
Waste Management Greater Wenatchee Regional Landfill - East Wenatchee,2013,Waste,Landfills,562212,Solid Waste Landfill,Waste Management Inc.,East Wenatchee,Douglas,Ecology: Central Regional Office,31854,0,0,31854,0,0,0,0,0,,2,"(47.405083, -120.167444)","(47.405083, -120.167444)",47.405083,-120.167444,POINT (-120.167444 47.405083),2979,4,18
Lamb Weston - Richland,2015,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Richland,Benton,Benton Clean Air Agency,36252,0,36215,17,20,0,0,0,0,,2,"(46.309314, -119.297267)","(46.309314, -119.297267)",46.309314,-119.297267,POINT (-119.297267 46.309314),2955,4,12
Puget Sound Energy - Encogen Generating Station - Bellingham,2018,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Bellingham,Whatcom,Northwest Clean Air Agency,96453,0,96355,45,53,0,0,0,0,,2,"(48.746, -122.486)","(48.746, -122.486)",48.746,-122.486,POINT (-122.486 48.746),2744,2,44
WaferTech LLC - Camas,2018,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,WaferTech LLC,Camas,Clark,Southwest Clean Air Agency,96815,0,13136,6,5719,10365,35116,10809,21663,,2,"(45.619569, -122.454955)","(45.619569, -122.454955)",45.619569,-122.454955,POINT (-122.454955 45.619569),2977,3,25
Agrium Kennewick Fertilizer Operations (KFO) - Kennewick,2017,Chemicals,Fertilizer Production,325311,Nitrogenous Fertilizer Manufacturing,Agrium US Inc.,Kennewick,Benton,Benton Clean Air Agency,144080,0,10992,1,133087,0,0,0,0,,3,"(46.165957, -119.017218)","(46.165957, -119.017218)",46.165957,-119.017218,POINT (-119.017218 46.165957),2955,4,23
Northwest Hardwoods Inc. - Centralia,2017,Wood Products,Lumber Mills,321113,Sawmills,Littlejohn & Co. LLC,Centralia,Lewis,Southwest Clean Air Agency,10678,7117,3463,16,83,0,0,0,0,,1,"(46.734454, -122.991963)","(46.734454, -122.991963)",46.734454,-122.991963,POINT (-122.991963 46.734454),3196,3,27
River Road Generating Plant - Vancouver,2015,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Clark Public Utilities,Vancouver,Clark,Southwest Clean Air Agency,708078,0,707359,328,391,0,0,0,0,,3,"(45.64958, -122.724806)","(45.64958, -122.724806)",45.64958,-122.724806,POINT (-122.724806 45.64958),2977,3,8
Gas Transmission Northwest Compressor Station 6 - Rosalia,2020,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,TransCanada Northern Border Inc.,Rosalia,Spokane,Spokane Regional Clean Air Agency,100382,0,99736,590,56,0,0,0,0,,3,"(47.277256, -117.406737)","(47.277256, -117.406737)",47.277256,-117.406737,POINT (-117.406737 47.277256),3214,5,13
Basic American Foods - Moses Lake,2018,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,25458,0,25432,12,14,0,0,0,0,,2,"(47.075183, -119.220408)","(47.075183, -119.220408)",47.075183,-119.220408,POINT (-119.220408 47.075183),2982,4,19
CenTrio Energy Seattle LLC - Seattle,2018,Power Plants,"Other Power, Heating, or Cooling Plants",221330,Steam and Air-Conditioning Supply,"BIF II District Energy Holdings III, Delaware",Seattle,King,Puget Sound Clean Air Agency,81449,0,81363,39,48,0,0,0,0,,2,"(47.6068, -122.340179)","(47.6068, -122.340179)",47.6068,-122.340179,POINT (-122.340179 47.6068),3009,7,4
WestRock LLC - Longview,2015,Pulp and Paper,Kraft Mills,322130,Paperboard Mills,Kapstone Paper & Packaging Corp.,Longview,Cowlitz,Ecology: Industrial Section,1708008,1565128,135500,1427,5954,0,0,0,0,,4,"(46.10361, -122.92167)","(46.10361, -122.92167)",46.10361,-122.92167,POINT (-122.92167 46.10361),2978,3,26
Puget Sound Energy - Whitehorn Generating Station - Blaine,2013,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Blaine,Whatcom,Northwest Clean Air Agency,28669,0,28640,14,15,0,0,0,0,,2,"(48.885475, -122.724299)","(48.885475, -122.724299)",48.885475,-122.724299,POINT (-122.724299 48.885475),2744,1,44
DH Feeders - Eltopia,2018,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Easterday Ranches,Eltopia,Franklin,Ecology: Eastern Regional Office,15078,0,1349,1064,12665,0,0,0,0,,1,"(46.50919, -118.881203)","(46.50919, -118.881203)",46.50919,-118.881203,POINT (-118.881203 46.50919),2981,4,13
Sierra Pacific Industries - Aberdeen,2012,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Aberdeen,Grays Harbor,Olympic Region Clean Air Agency,241205,234002,2083,1997,3124,0,0,0,0,,3,"(46.971875, -123.775526)","(46.971875, -123.775526)",46.971875,-123.775526,POINT (-123.775526 46.971875),2983,6,26
Northwest Hardwoods Inc. - Longview,2012,Wood Products,Lumber Mills,321113,Sawmills,American Industrial Partners (AIP),Longview,Cowlitz,Southwest Clean Air Agency,13571,7926,5467,70,109,0,0,0,0,,1,"(46.114537, -122.916806)","(46.114537, -122.916806)",46.114537,-122.916806,POINT (-122.916806 46.114537),2978,3,26
J.R. Simplot Company - Moses Lake,2014,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",J.R. Simplot Company,Moses Lake,Grant,Ecology: Eastern Regional Office,35923,3816,25490,6590,28,0,0,0,0,,2,"(47.131732, -119.18926)","(47.131732, -119.18926)",47.131732,-119.18926,POINT (-119.18926 47.131732),2982,4,19
Graymont Western US. Inc. - Tacoma,2016,Minerals,Lime Production,327410,Lime Manufacturing,"Graymont, Inc.",Tacoma,Pierce,Puget Sound Clean Air Agency,42728,0,42658,26,44,0,0,0,0,,2,"(47.271365, -122.397262)","(47.271365, -122.397262)",47.271365,-122.397262,POINT (-122.397262 47.271365),3210,9,11
"Vaagen Bros. Lumber, Inc. - Colville",2017,Wood Products,Lumber Mills,321113,Sawmills,Vaagen Bros. Lumber Inc.,Colville,Stevens,Ecology: Eastern Regional Office,49234,48585,0,93,556,0,0,0,0,,2,"(48.548525, -117.915469)","(48.548525, -117.915469)",48.548525,-117.915469,POINT (-117.915469 48.548525),2741,5,10
"Horse Heaven Cattle Feeders, Inc. - Sunnyside",2019,Livestock,Cattle Feedlots,112112,Cattle Feedlots,"Horse Heaven Cattle Feeders, Inc.",Sunnyside,Yakima,Yakima Regional Clean Air Agency,11327,0,0,874,10453,0,0,0,0,,1,"(46.284622, -120.019668)","(46.284622, -120.019668)",46.284622,-120.019668,POINT (-120.019668 46.284622),2746,4,22
Chehalis Generation Facility - Chehalis,2020,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Berkshire Hathaway,Chehalis,Lewis,EFSEC,973194,0,972206,451,537,0,0,0,0,,3,"(46.6226, -122.9145)","(46.6226, -122.9145)",46.6226,-122.9145,POINT (-122.9145 46.6226),3196,3,27
"Kaiser Aluminum Washington, LLC (Trentwood Works) - Spokane Valley",2012,Metals,Other Metals,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",Kaiser Aluminum Corp.,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,108364,0,108252,51,61,0,0,0,0,,3,"(47.687074, -117.212673)","(47.687074, -117.212673)",47.687074,-117.212673,POINT (-117.212673 47.687074),3214,5,5
Sierra Pacific Industries - Shelton,2018,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Shelton,Mason,Olympic Region Clean Air Agency,74881,73894,0,142,845,0,0,0,0,,2,"(47.213448, -123.096517)","(47.213448, -123.096517)",47.213448,-123.096517,POINT (-123.096517 47.213448),849,10,39
Cardinal FG Company - Winlock,2020,Minerals,Glass Production,327211,Flat Glass Manufacturing,Cardinal Glass Industries Inc.,Winlock,Lewis,Southwest Clean Air Agency,103025,0,102955,32,38,0,0,0,0,,3,"(46.544937, -122.926313)","(46.544937, -122.926313)",46.544937,-122.926313,POINT (-122.926313 46.544937),3196,3,27
Horn Rapids Sanitary Landfill - Richland,2012,Waste,Landfills,562212,Solid Waste Landfill,City of Richland,Richland,Benton,Benton Clean Air Agency,20350,0,0,20350,0,0,0,0,0,,1,"(46.346663, -119.348118)","(46.346663, -119.348118)",46.346663,-119.348118,POINT (-119.348118 46.346663),2955,4,12
The Boeing Company: DC/MFC - Tukwila,2019,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Tukwila,King,Puget Sound Clean Air Agency,13784,0,13769,7,8,0,0,0,0,,1,"(47.516246, -122.298613)","(47.516246, -122.298613)",47.516246,-122.298613,POINT (-122.298613 47.516246),3009,9,17
Phillips 66 Ferndale Refinery - Ferndale,2016,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,Phillips 66 Company,Ferndale,Whatcom,Northwest Clean Air Agency,767579,0,763957,1728,1894,0,0,0,0,,3,"(48.830142, -122.692114)","(48.830142, -122.692114)",48.830142,-122.692114,POINT (-122.692114 48.830142),2744,1,44
"North Pacific Paper Company, LLC - Longview",2015,Pulp and Paper,Other Pulp and Paper,322122,Newsprint Mills,NP Paper Investor Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,36771,0,36733,17,21,0,0,0,0,Assigned emission level to establish emissions split between North Pacific Paper Company and Nippon Dynawave.,2,"(46.125662, -122.976788)","(46.125662, -122.976788)",46.125662,-122.976788,POINT (-122.976788 46.125662),2978,3,26
"Rainier Veneer, Inc. - Spanaway",2012,Wood Products,Other Wood Products,321212,Softwood Veneer and Plywood Manufacturing,Rainier Veneer Inc.,Spanaway,Pierce,Puget Sound Clean Air Agency,16320,15151,838,130,203,0,0,0,0,,1,"(47.062059, -122.318981)","(47.062059, -122.318981)",47.062059,-122.318981,POINT (-122.318981 47.062059),3210,10,2
"Tyson Fresh Meats, Inc. - Wallula",2020,Food Production,Meat Products,311611,Animal (except Poultry) Slaughtering,"Tyson Foods, Inc",Wallula,Walla Walla,Ecology: Eastern Regional Office,129863,0,23527,106323,13,0,0,0,0,,3,"(46.137521, -118.913051)","(46.137521, -118.913051)",46.137521,-118.913051,POINT (-118.913051 46.137521),2743,4,23
U.S. Department of Energy Hanford Site - Richland,2021,Government,Other Government,924110,Administration of Air and Water Resource and Solid Waste Management Programs,US Government,Richland,Benton,Ecology: NWP,33240,0,24375,8811,55,0,0,0,0,,2,"(46.55069, -119.489007)","(46.55069, -119.489007)",46.55069,-119.489007,POINT (-119.489007 46.55069),2955,4,12
Air Liquide Hydrogen Plant  - Anacortes,2012,Petroleum Systems,Other Petroleum Systems,325120,Industrial Gas Manufacturing,Air Liquide USA Inc.,Anacortes,Skagit,Northwest Clean Air Agency,63356,0,63356,0,0,0,0,0,0,,2,"(48.465617, -122.556032)","(48.465617, -122.556032)",48.465617,-122.556032,POINT (-122.556032 48.465617),3212,2,43
Puget Sound Energy - Ferndale Generating Station - Ferndale,2013,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Ferndale,Whatcom,Northwest Clean Air Agency,395314,0,394913,183,218,0,0,0,0,,3,"(48.828707, -122.685533)","(48.828707, -122.685533)",48.828707,-122.685533,POINT (-122.685533 48.828707),2744,1,44
The Boeing Company: Boeing Plant 2 - Seattle,2018,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Seattle,King,Puget Sound Clean Air Agency,22703,0,22679,11,13,0,0,0,0,,1,"(47.532524, -122.311623)","(47.532524, -122.311623)",47.532524,-122.311623,POINT (-122.311623 47.532524),3009,9,17
"El Oro Cattle Feeders, LLC - Moses Lake",2014,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Agri Beef Co.,Moses Lake,Grant,Ecology: Eastern Regional Office,22875,0,0,1770,21105,0,0,0,0,,1,"(47.052176, -119.093815)","(47.052176, -119.093815)",47.052176,-119.093815,POINT (-119.093815 47.052176),2982,4,19
"El Oro Cattle Feeders, LLC - Moses Lake",2013,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Agri Beef Co.,Moses Lake,Grant,Ecology: Eastern Regional Office,21558,0,0,1670,19888,0,0,0,0,,1,"(47.052176, -119.093815)","(47.052176, -119.093815)",47.052176,-119.093815,POINT (-119.093815 47.052176),2982,4,19
"Analog Devices, Inc. - Camas",2021,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,Linear Technology Corporation,Camas,Clark,Southwest Clean Air Agency,15170,0,1960,1,1480,2373,5524,3641,189,,1,"(45.598844, -122.45232)","(45.598844, -122.45232)",45.598844,-122.45232,POINT (-122.45232 45.598844),2977,3,25
Puget Sound Energy - Sumas Generating Station - Sumas,2018,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Sumas,Whatcom,Northwest Clean Air Agency,131166,0,131033,61,72,0,0,0,0,,3,"(48.9905, -122.2733)","(48.9905, -122.2733)",48.9905,-122.2733,POINT (-122.2733 48.9905),2744,1,44
Simplot Feeders LTD. - Burbank,2013,Livestock,Cattle Feedlots,112112,Cattle Feedlots,J.R. Simplot Company,Burbank,Walla Walla,Ecology: Eastern Regional Office,26027,0,0,1874,24153,0,0,0,0,,2,"(46.133131, -118.90629)","(46.133131, -118.90629)",46.133131,-118.90629,POINT (-118.90629 46.133131),2743,4,23
Great Western Malt - Vancouver,2020,Food Production,Other Food Products,311213,Malt Manufacturing,Great Western Malt,Vancouver,Clark,Southwest Clean Air Agency,15319,0,15303,7,9,0,0,0,0,,1,"(45.631069, -122.690043)","(45.631069, -122.690043)",45.631069,-122.690043,POINT (-122.690043 45.631069),2977,3,8
H.W. Hill Landfill Gas Power Plant - Roosevelt,2019,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Klickitat County,Roosevelt,Klickitat,Ecology: Central Regional Office,1208,0,1207,1,1,0,0,0,0,Facility converted from onsite electricity generation to processing landfill gas for pipeline use.,1,"(45.807765, -120.166354)","(45.807765, -120.166354)",45.807765,-120.166354,POINT (-120.166354 45.807765),3195,3,20
Boeing Commercial Airplanes - Everett,2020,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Everett,Snohomish,Puget Sound Clean Air Agency,67553,0,67483,32,38,0,0,0,0,,2,"(47.918622, -122.276987)","(47.918622, -122.276987)",47.918622,-122.276987,POINT (-122.276987 47.918622),3213,2,40
Grant County Landfill 1 - Ephrata,2015,Waste,Landfills,562212,Solid Waste Landfill,Grant County,Ephrata,Grant,Ecology: Eastern Regional Office,40606,0,0,40606,0,0,0,0,0,,2,"(47.270759, -119.573764)","(47.270759, -119.573764)",47.270759,-119.573764,POINT (-119.573764 47.270759),2982,4,19
Puget Sound Energy LDC - supplier,2018,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,Puget Holdings LLC,Bellevue,King,Puget Sound Clean Air Agency,5445900,0,5440282,2563,3055,0,0,0,0,Currently Undergoing Verification.,5,"(47.61345, -122.19454)","(47.61345, -122.19454)",47.61345,-122.19454,POINT (-122.19454 47.61345),3009,9,42
McCain Foods - Othello,2021,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",,Othello,Adams,Ecology: Eastern Regional Office,67901,192,38807,28880,22,0,0,0,0,,2,"(46.840102, -119.172705)","(46.840102, -119.172705)",46.840102,-119.172705,POINT (-119.172705 46.840102),2953,4,13
Lamb Weston - Connell,2019,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Connell,Franklin,Ecology: Eastern Regional Office,36114,0,36077,17,20,0,0,0,0,,2,"(46.651389, -118.871944)","(46.651389, -118.871944)",46.651389,-118.871944,POINT (-118.871944 46.651389),2981,4,13
Sierra Pacific Industries - Aberdeen,2018,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Aberdeen,Grays Harbor,Olympic Region Clean Air Agency,247114,243145,721,467,2782,0,0,0,0,,3,"(46.971875, -123.775526)","(46.971875, -123.775526)",46.971875,-123.775526,POINT (-123.775526 46.971875),2983,6,26
"WestRock CP, LLC - Tacoma",2016,Pulp and Paper,Kraft Mills,322130,Paperboard Mills,Westrock Corp.,Tacoma,Pierce,Ecology: Industrial Section,1134873,1011165,117370,1133,5205,0,0,0,0,,4,"(47.260953, -122.421765)","(47.260953, -122.421765)",47.260953,-122.421765,POINT (-122.421765 47.260953),3210,9,11
SDS Lumber Company - Bingen,2013,Wood Products,Lumber Mills,321113,Sawmills,SDS Lumber Company,Bingen,Klickitat,Ecology: Central Regional Office,106615,105116,95,202,1202,0,0,0,0,,3,"(45.713913, -121.468688)","(45.713913, -121.468688)",45.713913,-121.468688,POINT (-121.468688 45.713913),3195,3,20
Michelsen Packaging - Yakima,2018,Pulp and Paper,Other Pulp and Paper,322299,All Other Converted Paper Product Manufacturing,Michelson Packaging Co.,Yakima,Yakima,Yakima Regional Clean Air Agency,10989,0,10978,5,6,0,0,0,0,,1,"(46.604058, -120.513015)","(46.604058, -120.513015)",46.604058,-120.513015,POINT (-120.513015 46.604058),2746,4,20
"Solvay Chemicals, Inc. - Longview",2020,Chemicals,Other Chemicals,325180,Other Basic Inorganic Chemical Manufacturing,Solvay Chemicals Inc.,Longview,Cowlitz,Southwest Clean Air Agency,41272,0,41272,0,0,0,0,0,0,,2,"(46.137218, -122.982847)","(46.137218, -122.982847)",46.137218,-122.982847,POINT (-122.982847 46.137218),2978,3,26
"SEH America, Inc - Vancouver",2020,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,SEH America Inc.,Vancouver,Clark,Southwest Clean Air Agency,10896,0,10885,5,6,0,0,0,0,,1,"(45.649912, -122.553612)","(45.649912, -122.553612)",45.649912,-122.553612,POINT (-122.553612 45.649912),2977,3,24
King County Solid Waste Cedar Hills Landfill - Maple Valley,2012,Waste,Landfills,562212,Solid Waste Landfill,King County Solid Waste Division,Maple Valley,King,Puget Sound Clean Air Agency,99258,0,206,99051,1,0,0,0,0,Assigned emissions level: reported under obsolete method.,2,"(47.462625, -122.046025)","(47.462625, -122.046025)",47.462625,-122.046025,POINT (-122.046025 47.462625),3009,8,6
Spectrum Glass Company - Woodinville,2015,Minerals,Glass Production,327211,Flat Glass Manufacturing,Vanguard Properties Co.,Woodinville,King,Puget Sound Clean Air Agency,10750,0,10740,5,5,0,0,0,0,,1,"(47.777004, -122.148978)","(47.777004, -122.148978)",47.777004,-122.148978,POINT (-122.148978 47.777004),3213,1,1
Lamb Weston - Richland,2021,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Richland,Benton,Benton Clean Air Agency,84268,10027,60803,13368,70,0,0,0,0,,2,"(46.309314, -119.297267)","(46.309314, -119.297267)",46.309314,-119.297267,POINT (-119.297267 46.309314),2955,4,12
