,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),year
4124,7605,River Road Gen Plant,PUD No 1 of Clark County - (WA),3660,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,12098564,12098564,12829285,12829285,1746286.0,2019
4229,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2019
4230,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2019
4231,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2019
4282,7867,Snoqualmie 2,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1223458,1223458,137390.0,2019
4286,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2019
4287,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,132664.0,2019
4288,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2019
4289,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,3368631,3368631,3704847,3704847,268626.0,2019
4348,7936,Nine Canyon,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1750402,1750402,196564.0,2019
4397,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,1358418.0,2019
4398,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,24105887,24105887,26624729,26624729,2048678.0,2019
4422,8022,Boulder Park,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,594300,594300,606185,606185,66910.0,2019
4566,9095,Monroe Street,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,873365,873365,98076.0,2019
4567,9096,Upper Falls,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,592522,592522,66538.0,2019
4571,9842,Newhalem,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,-76.0,2019
5456,50091,Sheep Creek Hydro,Sheep Creek Hydro Inc,16990,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,60562,60562,6801.0,2019
5596,50228,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,3918,3918,440.0,2019
5763,50380,Upriver Dam Hydro Plant,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,334402,334402,37552.0,2019
5764,50382,Twin Reservoirs,Walla Walla City of,20032,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,72293,72293,8118.0,2019
5826,50421,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,22442,22442,2520.0,2019
5827,50423,Cowiche,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,25967,25967,2916.0,2019
6107,50700,Lilliwaup Falls Generating,William G. Reed Jr,15795,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,32209,32209,3617.0,2019
6194,50827,Twin Falls Hydro,Twin Falls Hydro Associates LP,19314,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,473728,473728,53198.0,2019
6260,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,150132,150132,1151836,1151836,54463.946,2019
6261,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,95987,95987,1407795,1407795,66567.054,2019
6753,54267,Koma Kulshan Associates,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,268850,268850,30191.0,2019
6848,54387,Weeks Falls,CHI West Inc,3682,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,84544,84544,9494.0,2019
6917,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,152444.0,2019
6918,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,3845288,3673246,4231980,4042487,331173.0,2019
6945,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,25.679,2019
6946,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,259805,259805,285463,285463,350544.32,2019
6947,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,110,103,648,598,53.36,2019
6948,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,7684563,6929252,8456160,7624756,697180.64,2019
7233,54860,Black Creek,Black Creek Hydro Inc,1784,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,71507,71507,8030.0,2019
7828,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,709412,709412,736324,736324,643584.0,2019
7829,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,12139668,12139668,12549922,12549922,1261589.0,2019
7876,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2872949,2872949,322622.0,2019
7941,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2019
7942,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,875209.0,2019
7943,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2019
7944,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,16293395,16293395,17947578,17947578,1556327.0,2019
7962,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,951816,951816,1046683,1046683,687824.0,2019
7963,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,11636218,11636218,12788476,12788476,1176908.0,2019
8022,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,29194,29194,32068,32068,466032.0,2019
8023,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,8512505,8512505,9378361,9378361,877502.0,2019
8340,56255,Hopkins Ridge Wind,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3009829,3009829,337993.0,2019
8402,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,SUN,SUN,,0,0,3463,3463,389.0,2019
8403,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,5457749,5457749,612886.0,2019
8438,56361,Big Horn Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,3977535,3977535,446663.0,2019
8528,56466,Marengo Wind Plant,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,2090305,2090305,234734.0,2019
8554,56487,White Creek Wind Farm,White Creek Wind 1 LLC,55907,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,4427443,4427443,497186.0,2019
8716,56666,Goodnoe Hills,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,427129,427129,47965.0,2019
8753,56694,Russell D Smith,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,113503,113503,12746.0,2019
8754,56695,Summer Falls Power Plant,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2943334,2943334,330526.0,2019
8755,56696,Eltopia Branch Canal 4.6,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,70947,70947,7967.0,2019
8756,56697,Potholes East Canal 66.0,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,37900,37900,4256.0,2019
8757,56698,Main Canal Headworks,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,764146,764146,85811.0,2019
8761,56702,Tuolumne Wind Project,Turlock Irrigation District,19281,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3231864,3231864,362927.0,2019
8874,56858,Sagebrush Power Partners,"Sagebrush Power Partners, LLC",56071,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2112204,2112204,237193.0,2019
9171,57152,Harvest Wind Project,Harvest Wind Project TIC,56499,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2114110,2114110,237407.0,2019
9174,57159,Windy Flats Wind Project,Windy Flats Partners LLC,56514,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,5448746,5448746,611875.0,2019
9198,57188,Vantage Wind Energy LLC,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2123104,2123104,238417.0,2019
9204,57195,Lower Snake River Wind Energy Project,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,6269974,6269974,704096.0,2019
9290,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,2961,2961,17102,17102,0.0,2019
9291,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,339589,339589,169797,169797,0.0,2019
9307,57319,Big Horn Wind II,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,972614,972614,109221.0,2019
9308,57320,Juniper Canyon I Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2685346,2685346,301555.0,2019
9461,57496,Tieton Dam Hydro Electric Project,City of Burbank Water and Power,2507,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,259570,259570,29149.0,2019
9487,57530,Palouse,Novatus Energy,60453,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2750950,2750950,308922.0,2019
9572,57635,Linden Wind Energy Project,Los Angeles Department of Water & Power,11208,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1099466,1099466,123466.0,2019
9685,57756,Coastal Energy Project,Coastal Community Action Program,57066,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,105773,105773,11878.0,2019
9691,57763,Youngs Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,109459,109459,12292.0,2019
10427,58441,Swauk Wind LLC,Gamesa Wind US LLC,58430,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,91045,91045,10224.0,2019
10563,58571,Tucannon River Wind Farm,Portland General Electric Co,15248,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,6442474,6442474,723467.0,2019
10679,58688,LRI LFGTE Facility,Frontier Operation Services,63199,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,713893,713893,337672,337672,31473.0,2019
10686,58696,Nooksack Hydro,Puget Sound Hydro LLC,58627,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,202858,202858,22780.0,2019
11808,60016,MESA 1,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,305,305,0,0,-65.0,2019
11812,60021,MESA 2,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,49,49,0,0,-49.0,2019
12146,60418,Calligan Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,97937,97937,10998.0,2019
12167,60444,Glacier Battery Storage,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,1726,1726,0,0,-258.0,2019
12235,60517,Hancock Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,88988,88988,9993.0,2019
13428,61933,Adams Nielson Solar,"Adams Nielson Solar, LLC",61529,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUN,SUN,,0,0,385934,385934,43339.0,2019
86,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,279,279,1640,1640,101.876,2020
87,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,425251,425251,466076,466076,28943.124,2020
295,371,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,NUC,NUC,,0,0,98474759,98474759,9427050.0,2020
505,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,13398,13398,13962,13962,1235.0,2020
506,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4742,4742,4951,4951,266.143,2020
507,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WDS,WWW,short tons,462558,462558,4095103,4095103,264584.86,2020
569,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,6790,6790,39620,39620,3179.281,2020
570,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,2170740,2170740,2377219,2377219,192134.72,2020
606,622,South Fork Tolt,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,368022,368022,41978.0,2020
846,917,Quincy Chute,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,294904,294904,33638.0,2020
2904,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,11174,11174,67044,67044,5819.172,2020
2905,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,RC,COL,short tons,3475653,3475653,57882089,57882089,5142066.1,2020
2906,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,0,0,0,0,0.0,2020
2907,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,835,835,13077,13077,1151.681,2020
2908,3847,Merwin,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4135550,4135550,471718.0,2020
2909,3850,Swift 1,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4994374,4994374,569679.0,2020
2910,3852,Yale,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4411502,4411502,503194.0,2020
2911,3853,Crystal Mountain,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,1193,1193,6911,6911,535.0,2020
2912,3854,Electron,Electron Hydro LLC,59866,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,446741,446741,50957.0,2020
2913,3855,Lower Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3363950,3363950,383706.0,2020
2914,3860,Snoqualmie,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,464081,464081,52935.0,2020
2915,3861,Upper Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3174477,3174477,362094.0,2020
2916,3866,Little Falls (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1863279,1863279,212533.0,2020
2917,3867,Long Lake,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4406934,4406934,502673.0,2020
2918,3868,Meyers Falls,Hydro Technology Systems Inc,9143,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,100329,100329,11444.0,2020
2919,3869,Nine Mile,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1033867,1033867,117927.0,2020
2920,3878,Yelm,City of Centralia - (WA),3295,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,350557,350557,39986.0,2020
2921,3883,Rocky Reach,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,51691696,51691696,5896167.0,2020
2922,3886,Wells,PUD No 1 of Douglas County,5326,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,38373395,38373395,4377027.0,2020
2923,3887,Priest Rapids,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,41922067,41922067,4781803.0,2020
2924,3888,Wanapum,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,44986238,44986238,5131315.0,2020
2925,3891,Box Canyon,PUD No 1 of Pend Oreille County,14653,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3933473,3933473,448668.0,2020
2927,3913,Alder,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1856395,1856395,211748.0,2020
2928,3914,Cushman 1,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,919579,919579,104891.0,2020
2929,3915,Cushman 2,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1332890,1332890,152035.0,2020
2930,3916,LaGrande,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3042226,3042226,347009.0,2020
2931,3917,Mayfield,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6361126,6361126,725576.0,2020
2932,3918,Mossyrock,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,9733816,9733816,1110279.0,2020
2933,3921,Chief Joseph,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,104004701,104004701,11863203.0,2020
2934,3925,Ice Harbor,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,13797874,13797874,1573842.0,2020
2935,3926,Little Goose,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,14777162,14777162,1685544.0,2020
2936,3927,Lower Monumental,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,14354304,14354304,1637311.0,2020
2937,3929,Packwood,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,839404,839404,95746.0,2020
3320,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,653,653,3809,3809,205.892,2020
3321,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,75093,75093,82302,82302,4451.108,2020
3372,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,177764118,177764118,20276505.0,2020
3373,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HPS,megawatthours,5732,5732,0,0,13667.0,2020
3387,6175,Lower Granite,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,14993315,14993315,1710199.0,2020
3424,6200,Rock Island,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,21921481,21921481,2500454.0,2020
3425,6202,Ross,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5733021,5733021,653932.0,2020
3432,6210,Northeast (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,8062,8062,8223,8223,666.0,2020
3543,6406,Chandler,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,396497,396497,45226.0,2020
3544,6407,Roza,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,475172,475172,54200.0,2020
3557,6424,Chelan,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3309622,3309622,377509.0,2020
3558,6430,Cedar Falls (WA),City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,706824,706824,80623.0,2020
3559,6431,Gorge,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,8391955,8391955,957221.0,2020
3560,6432,Diablo,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6158905,6158905,702510.0,2020
3561,6433,Boundary,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,31298417,31298417,3570026.0,2020
3592,6507,Drop 2 (WA),Yakama Power,56621,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,0.0,2020
3729,7113,PEC Headworks,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,169038,169038,19281.0,2020
3735,7127,Wynoochee,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,260872,260872,29756.0,2020
3813,7259,Skookumchuck,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,39241,39241,4476.0,2020
3908,7427,Cowlitz Falls,PUD No 1 of Lewis County,10944,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2135931,2135931,243633.0,2020
3967,7511,McNary Dam Fish Attraction Project,Northern Wasco County PUD,13788,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,361920,361920,41282.0,2020
3998,7588,H M Jackson,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4264409,4264409,486416.0,2020
4003,7605,River Road Gen Plant,PUD No 1 of Clark County - (WA),3660,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,10946641,10946641,11681467,11681467,1617133.0,2020
4106,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2020
4107,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2020
4108,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2020
4159,7867,Snoqualmie 2,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1590466,1590466,181415.0,2020
4163,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,7.665,2020
4164,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,120837.34,2020
4165,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,40,40,235,235,17.013,2020
4166,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,3145095,3145095,3448031,3448031,249280.99,2020
4225,7936,Nine Canyon,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,2344139,2344139,267382.0,2020
4274,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,905472.0,2020
4275,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,17685983,17685983,19383913,19383913,1455203.0,2020
4297,8022,Boulder Park,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,432653,432653,441305,441305,48140.0,2020
4445,9095,Monroe Street,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,728538,728538,83100.0,2020
4446,9096,Upper Falls,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,509721,509721,58141.0,2020
4450,9842,Newhalem,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,-85.0,2020
5326,50091,Sheep Creek Hydro,Sheep Creek Hydro Inc,16990,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,73320,73320,8363.0,2020
5464,50228,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,3947,3947,450.0,2020
5621,50380,Upriver Dam Hydro Plant,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,449388,449388,51259.0,2020
5622,50382,Twin Reservoirs,Walla Walla City of,20032,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,74011,74011,8442.0,2020
5681,50421,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,27738,27738,3164.0,2020
5682,50423,Cowiche,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,31498,31498,3593.0,2020
